Age,Gender,Marital_Status,Education,Employment_Type,Years_Employed,Applicant_Income,CoApplicant_Income,CIBIL_Score,Existing_Debt,Property_Value,Loan_Amount,Loan_Term,Loan_Status
28,Female,Married,HighSchool,Business,1,101556,64271,546,3363561,5574674,2604159,180,0
52,Female,Married,Graduate,SelfEmployed,0,72437,91855,352,1585521,5255328,1557245,120,0
54,Male,Married,Graduate,SelfEmployed,27,126367,62005,480,3769461,7350078,2696052,120,0
51,Male,Married,Postgraduate,Salaried,24,46335,21657,454,2357058,6070103,978359,60,0
30,Female,Married,Postgraduate,Salaried,12,184933,22841,894,1771542,2451119,1982712,180,1
52,Male,Married,HighSchool,Business,13,65608,38247,348,4705940,8765290,2155388,180,0
36,Female,Single,HighSchool,SelfEmployed,6,184335,4914,484,2938610,7899614,2887364,180,0
42,Female,Married,HighSchool,SelfEmployed,10,112481,20813,718,279408,6231747,2032741,240,1
25,Female,Single,HighSchool,Salaried,20,70889,94729,739,2967550,5955453,237585,60,0
40,Female,Single,Postgraduate,Business,1,58889,86693,749,1170289,2319092,1318925,180,0
50,Female,Single,HighSchool,Business,29,182673,4450,367,907412,7293220,1689493,240,0
47,Male,Single,HighSchool,Salaried,5,21839,41808,784,1966414,2625769,1572161,240,0
27,Male,Single,Graduate,SelfEmployed,13,139907,90011,710,6630,9994309,1530003,240,1
54,Male,Single,Graduate,Business,4,165262,75266,633,2933496,2971126,1777388,60,0
59,Female,Single,HighSchool,Business,17,32208,66514,641,2994487,2271196,1339530,360,0
26,Female,Married,Graduate,Business,21,143077,90668,368,2974818,4435377,1189610,180,0
22,Female,Single,Graduate,SelfEmployed,25,169671,29437,876,768592,5008690,2866699,240,1
22,Male,Single,HighSchool,Salaried,5,23625,48530,686,1726596,4656198,2027398,240,0
21,Female,Single,Graduate,SelfEmployed,18,52478,21584,839,620529,7186493,935047,180,0
45,Male,Single,Postgraduate,SelfEmployed,6,30219,7893,524,2808237,7452414,840768,360,0
42,Male,Single,HighSchool,Salaried,20,69946,57593,858,1533489,8949646,1902020,60,0
53,Male,Single,Graduate,Business,25,50560,88508,716,92690,2576189,1302637,240,1
27,Female,Single,Postgraduate,Business,9,83768,96118,711,3842470,6855095,358802,240,0
34,Male,Married,Postgraduate,Business,1,51416,32144,399,3768740,8216089,1679436,240,0
46,Male,Single,HighSchool,Salaried,11,83153,49251,760,4236685,3670548,578588,240,1
54,Male,Married,HighSchool,Business,11,19389,245,483,1641920,7998073,594759,360,0
52,Male,Married,Graduate,Business,3,54117,79341,722,4604863,6662636,792380,180,0
39,Male,Married,HighSchool,Business,13,195848,17536,574,1211648,6218391,940791,60,0
24,Female,Single,Graduate,SelfEmployed,12,187514,91159,531,992150,2386525,2644131,240,0
51,Male,Single,Graduate,Salaried,13,81781,35301,754,1778795,4117137,704789,60,1
59,Male,Single,Postgraduate,Business,29,135734,43964,856,2205309,2213798,370322,120,1
26,Female,Single,Postgraduate,Salaried,25,88547,64915,852,1575353,4078221,2450434,180,0
49,Female,Married,HighSchool,Salaried,25,104237,44615,754,692612,2237984,722124,180,1
52,Male,Single,Graduate,Business,20,23742,71663,855,3280874,7927731,2333877,360,0
24,Male,Single,Graduate,SelfEmployed,24,82999,84064,840,4830062,5629324,1508449,180,1
51,Female,Single,Postgraduate,Business,24,91994,45313,603,592372,2543691,2785117,180,0
39,Female,Single,Postgraduate,SelfEmployed,28,127706,13010,474,1047491,6366368,1091464,360,0
50,Male,Single,Postgraduate,SelfEmployed,5,189038,1611,440,3313760,1953311,2001921,60,0
47,Female,Single,HighSchool,Business,7,157703,86550,564,3604258,5545855,1405004,60,0
50,Male,Single,HighSchool,Salaried,7,152703,52464,474,1362723,3152789,2228209,120,0
21,Female,Married,Postgraduate,SelfEmployed,14,177046,44127,647,486998,1917346,526610,240,1
34,Male,Married,Postgraduate,Salaried,27,26447,90798,303,619479,4757280,604589,120,0
53,Female,Married,HighSchool,Business,15,65705,6744,631,3449491,1742585,1124612,180,0
42,Female,Single,Graduate,Salaried,6,100426,7719,528,934906,837092,2753668,180,0
27,Female,Married,Graduate,SelfEmployed,19,151806,44064,822,2950731,6567187,1332949,180,1
53,Male,Married,Graduate,SelfEmployed,23,35895,14325,586,4031019,9961965,1818162,120,0
44,Female,Married,Postgraduate,Salaried,18,185211,79128,734,3003508,5206844,1833818,240,0
32,Female,Married,Postgraduate,Business,18,175111,70398,352,356898,8049594,2045154,360,0
58,Male,Single,HighSchool,SelfEmployed,2,124199,99170,368,3319892,1377736,1868408,180,0
44,Female,Married,HighSchool,SelfEmployed,23,75835,2224,486,3535629,6463046,1524047,60,0
25,Male,Single,Graduate,Business,4,100521,12052,555,1244457,8530160,219943,360,0
40,Male,Married,Graduate,SelfEmployed,28,170579,38596,486,539913,7545666,829129,360,0
44,Male,Single,Postgraduate,Business,24,149849,62757,358,4802279,8363497,742920,240,0
50,Female,Married,Graduate,Business,15,168364,32566,896,2283738,9796772,2790786,180,0
56,Female,Married,Postgraduate,Salaried,5,16080,91767,336,958930,2749503,2586035,360,0
35,Male,Single,Graduate,Salaried,19,190447,96669,615,2447505,7264507,2477932,180,0
30,Male,Single,Postgraduate,Business,26,138368,77863,491,3602706,9176950,688527,240,0
47,Female,Married,HighSchool,SelfEmployed,12,94926,58059,780,4123969,9654626,1572927,360,0
42,Male,Single,Postgraduate,SelfEmployed,20,57479,4310,443,1280489,7377565,2095853,120,0
42,Male,Married,Postgraduate,Salaried,7,186290,88968,519,7280,1250139,1460718,240,0
29,Male,Married,Graduate,Business,22,26506,59544,468,1364892,4471107,1021440,240,0
23,Male,Single,Postgraduate,Business,2,198081,26952,857,2642906,9454199,1827799,120,0
42,Female,Married,Postgraduate,Business,1,67075,88326,454,2504015,9627216,2382743,360,0
41,Female,Married,Postgraduate,Salaried,28,87397,45797,619,2377175,3277176,1469102,360,0
26,Male,Single,HighSchool,SelfEmployed,27,95563,78441,718,2879692,4362124,2329909,360,0
25,Female,Single,HighSchool,Business,18,140842,99875,829,4864136,1919461,2099404,60,0
35,Male,Married,HighSchool,SelfEmployed,16,27511,34044,459,4193508,9792994,961560,120,0
23,Male,Single,Postgraduate,Business,29,96328,9648,838,3996070,1238632,2959939,120,0
49,Female,Single,Graduate,Business,14,154675,14936,420,3360200,1693501,2631336,60,0
32,Male,Single,Graduate,Business,9,183080,37264,860,1245938,2836867,1377135,360,1
38,Male,Single,Graduate,Business,24,164753,70070,686,1528423,6880504,2062639,240,1
29,Female,Single,Postgraduate,SelfEmployed,24,196367,2837,676,359364,2891984,1712617,180,1
50,Male,Married,Postgraduate,Business,21,69714,10948,528,2121007,7573966,1861487,180,0
27,Female,Single,Graduate,SelfEmployed,28,191558,17244,590,3740106,7946457,1537198,360,0
27,Male,Married,Postgraduate,Business,5,23511,72713,715,3077234,6328525,1284626,360,0
59,Female,Married,Postgraduate,Salaried,17,96993,56184,645,903385,2735933,2747816,240,0
53,Female,Married,Postgraduate,Business,6,20436,73463,602,1663913,3384399,1723791,240,0
53,Male,Single,Graduate,SelfEmployed,17,74775,52066,583,3270409,4704994,333948,240,0
21,Female,Married,Graduate,Salaried,3,17674,35219,618,1716690,5243970,180952,60,0
44,Female,Married,Graduate,Business,23,165739,88343,625,2835557,703134,2623416,60,0
37,Male,Single,Postgraduate,Salaried,19,153578,66056,422,381031,5092748,928867,240,0
31,Male,Married,HighSchool,Salaried,29,128624,85654,872,1853437,8206603,213837,240,1
38,Female,Married,Graduate,Salaried,28,74450,96674,705,1704855,3292662,2366418,60,0
35,Female,Married,Postgraduate,Salaried,3,50626,96975,496,43250,7908318,674193,120,0
44,Male,Single,Postgraduate,Business,0,18371,47340,452,3120418,7347040,2032714,240,0
51,Female,Single,Postgraduate,Business,18,51538,43212,700,469106,9362461,1968867,180,0
32,Female,Married,HighSchool,Business,13,174690,94807,668,4288323,8660793,2546663,180,0
32,Male,Married,Graduate,Business,0,110080,93133,836,3781575,2530946,2795701,240,0
32,Female,Single,Graduate,Business,17,56333,44908,722,2424402,651771,1592444,180,0
47,Male,Married,Graduate,SelfEmployed,28,156216,71391,512,1816201,6223279,1374303,240,0
33,Male,Married,HighSchool,SelfEmployed,5,138775,91468,895,4570928,7989358,2101094,180,1
40,Female,Single,HighSchool,Business,9,42184,78760,698,1458198,5811088,2275258,60,0
30,Female,Single,Postgraduate,Business,12,120805,74211,475,229462,2323108,2821387,60,0
58,Male,Single,Graduate,SelfEmployed,23,179712,63989,635,4218852,9252777,1925940,360,0
27,Female,Married,HighSchool,Salaried,5,36555,18689,784,90517,7546774,2284053,240,1
27,Male,Single,Postgraduate,Business,29,21769,40641,354,3334939,4103725,1274402,60,0
23,Female,Single,Graduate,Salaried,7,179626,78100,447,2112347,3259770,2662603,120,0
45,Female,Single,HighSchool,Salaried,23,166698,34393,747,2020781,8032200,1952738,180,0
34,Female,Single,HighSchool,Salaried,3,17561,11841,644,1345390,2084214,2238516,360,0
45,Male,Married,HighSchool,Business,16,61965,67358,873,2488952,6397918,1531884,360,0
38,Male,Single,HighSchool,Business,15,89957,74084,630,3441524,4985620,372094,60,0
28,Male,Married,HighSchool,SelfEmployed,18,196667,80607,576,1589301,2138563,506913,240,0
58,Female,Married,Postgraduate,Salaried,5,89713,76916,539,4487673,7857496,1894706,360,0
46,Female,Single,Graduate,Business,21,52367,63875,841,3827038,7158015,2750652,240,0
35,Male,Single,Graduate,SelfEmployed,10,163915,20916,445,4606117,3433333,1125189,180,0
23,Male,Single,Postgraduate,Salaried,29,68901,46,394,3223384,5676246,2223240,180,0
32,Male,Single,Postgraduate,Salaried,14,189733,62422,542,1207949,7165046,1133095,360,0
56,Female,Single,Graduate,Business,3,89194,81299,523,443503,8373990,464831,360,0
41,Female,Married,Postgraduate,Salaried,23,126488,82666,326,3077080,8171546,108724,60,0
48,Female,Married,Postgraduate,Business,21,73488,57554,685,2782084,3696803,1815252,240,0
21,Male,Single,HighSchool,Salaried,5,188911,1331,632,2287828,4710199,1531741,360,0
44,Female,Married,Postgraduate,Business,14,144842,57342,544,822910,4409379,1457108,60,0
53,Female,Married,HighSchool,SelfEmployed,17,100333,22769,775,1457150,5908227,2499153,60,0
54,Male,Married,HighSchool,SelfEmployed,29,174903,7378,880,4990612,2812680,1947351,240,0
58,Male,Single,HighSchool,Business,14,189295,66997,445,4376502,1095451,2493884,240,0
32,Female,Single,Graduate,SelfEmployed,15,164003,6973,661,3099472,8436831,2502910,120,0
46,Female,Married,HighSchool,SelfEmployed,18,102933,99654,816,3030668,5045425,1816561,180,1
40,Female,Single,HighSchool,Salaried,18,173823,9395,588,4474303,1745126,783359,60,0
50,Female,Single,Graduate,Business,26,131999,25025,848,2694884,8312407,967516,60,1
59,Female,Married,Graduate,Salaried,3,141265,76501,796,4749161,4516880,222415,60,0
48,Male,Married,Postgraduate,Salaried,12,181970,58604,809,1585489,9540160,857044,120,1
47,Male,Married,Graduate,Salaried,10,18297,33658,676,4683324,5750799,1906341,240,0
24,Male,Single,HighSchool,SelfEmployed,29,177299,47568,817,719846,8928481,319625,180,1
59,Male,Single,HighSchool,Business,24,40240,47947,542,2512925,1684224,419029,180,0
34,Female,Single,Graduate,Business,28,103577,50542,379,1216702,3823515,1207637,240,0
37,Male,Single,Postgraduate,SelfEmployed,5,82363,43399,392,1771477,8218025,587447,120,0
40,Male,Single,Postgraduate,Business,22,92092,86743,660,2601328,766117,1190720,120,0
48,Male,Married,Postgraduate,SelfEmployed,14,34797,16562,749,2196635,9565187,1559043,240,0
38,Female,Single,HighSchool,Salaried,25,58032,76251,501,3732065,6653679,292948,60,0
43,Female,Single,Postgraduate,SelfEmployed,9,129451,50111,310,714110,7762716,2238675,360,0
25,Male,Married,Postgraduate,SelfEmployed,20,140433,47684,646,1889118,5618243,712628,360,0
39,Male,Married,Graduate,Business,3,158816,31137,456,3810163,8755527,2997201,180,0
39,Female,Married,HighSchool,Salaried,19,111917,56176,615,630006,5539540,1892542,240,1
49,Male,Single,Postgraduate,SelfEmployed,24,171448,98910,643,1117221,7922317,2949917,240,0
30,Male,Single,Graduate,SelfEmployed,0,126469,30029,872,3346560,9903397,1871498,120,0
41,Male,Single,Postgraduate,SelfEmployed,11,60707,62272,729,1452455,4823932,516061,360,0
56,Female,Single,HighSchool,SelfEmployed,18,125523,36293,778,4069210,6356895,2864387,180,0
56,Female,Married,Graduate,Salaried,14,24316,38102,599,3417663,4235790,584475,60,0
25,Male,Single,Graduate,SelfEmployed,27,21474,93729,548,2575221,2136648,919664,180,0
35,Male,Married,Graduate,SelfEmployed,21,37362,6629,698,1629716,7913166,131633,180,0
32,Male,Single,Postgraduate,Business,0,118563,20537,748,2673848,8002288,1661726,360,0
21,Male,Married,HighSchool,SelfEmployed,20,78636,63738,734,2924285,6961653,970349,180,0
24,Male,Married,Postgraduate,Business,8,85592,3693,856,93462,1090596,2591091,180,1
22,Male,Married,Postgraduate,Business,7,130298,63924,697,3395534,2805148,2555024,360,0
53,Female,Single,HighSchool,Business,8,38506,2399,647,2901342,9267036,2648707,360,0
53,Female,Married,Graduate,Salaried,6,124816,91605,748,4619311,7367619,1262838,60,0
30,Male,Married,Graduate,Business,2,160952,26944,447,3762881,6977949,307759,60,0
34,Male,Single,Postgraduate,Salaried,10,142992,28484,374,4605413,2113567,1319302,360,0
52,Male,Married,Graduate,SelfEmployed,25,67670,6215,351,1859055,9617850,292831,360,0
23,Female,Single,Graduate,Salaried,29,159205,64285,552,3546031,9578024,1362943,240,0
26,Male,Single,Graduate,Business,2,48812,93517,868,3286070,9176885,1481516,60,0
31,Female,Married,Graduate,Salaried,24,192515,81698,830,921883,1080969,1074191,60,1
30,Male,Married,HighSchool,Business,11,186165,49896,524,1376812,8314118,2395611,240,0
59,Male,Married,Postgraduate,SelfEmployed,18,35227,71973,332,1061735,1205183,1162879,360,0
36,Male,Married,HighSchool,SelfEmployed,13,189017,84876,351,3882844,7044554,2633993,120,0
37,Male,Married,HighSchool,SelfEmployed,21,52700,66685,811,534657,691171,2573343,240,0
47,Male,Married,HighSchool,SelfEmployed,28,140861,38581,618,2005945,3188573,220397,120,0
49,Male,Single,Postgraduate,Business,5,108587,31477,783,2969801,5170997,2815350,120,0
24,Male,Married,Graduate,Business,12,169421,31627,590,4954450,7348008,2125484,240,0
48,Male,Single,HighSchool,Business,20,126562,97912,521,3229262,3286786,785290,120,0
43,Male,Single,HighSchool,Business,3,41556,72647,475,3579411,4375432,2589191,120,0
42,Male,Single,HighSchool,SelfEmployed,26,40406,36240,453,4409394,5606976,2756793,180,0
51,Female,Married,Graduate,SelfEmployed,25,48249,51559,444,2626088,3006827,2606534,60,0
52,Male,Single,Postgraduate,Business,16,77790,1998,842,48071,6671043,2853609,360,1
25,Male,Married,Postgraduate,Business,18,136938,3311,875,951364,8580169,560696,360,1
33,Female,Single,Postgraduate,SelfEmployed,0,86651,36112,832,4873196,1660897,282854,240,0
52,Male,Single,Postgraduate,SelfEmployed,0,141508,37912,463,2699631,9020416,1648433,180,0
50,Male,Single,HighSchool,Business,19,162316,6663,333,84201,7878833,1743019,60,0
52,Female,Single,HighSchool,SelfEmployed,1,72370,79769,439,176016,522208,532222,360,0
48,Female,Single,Postgraduate,Business,5,58793,11556,794,4128877,2254586,1206482,60,0
53,Male,Single,Postgraduate,Salaried,11,42774,87302,745,2693385,5984568,1502040,60,0
23,Male,Married,Graduate,SelfEmployed,10,108296,26482,871,1625583,6486128,1124392,360,1
22,Female,Married,Postgraduate,Salaried,14,52409,5780,820,1054759,1499914,2378424,180,0
47,Male,Married,Graduate,Salaried,20,38847,76974,641,787725,8702951,1224695,180,0
32,Male,Married,HighSchool,Business,12,42161,59073,429,4221554,2867653,2007960,120,0
48,Male,Single,HighSchool,Business,26,154890,2305,634,1267918,3220875,546323,360,0
54,Female,Single,Postgraduate,Salaried,5,27679,12879,743,2319266,2470296,477168,120,0
38,Female,Single,HighSchool,Salaried,14,115720,22315,340,287872,2077240,2439064,360,0
35,Male,Single,HighSchool,SelfEmployed,12,110607,13356,734,3931817,1061062,2234222,120,0
59,Male,Single,Postgraduate,SelfEmployed,11,165327,25458,864,1627745,5163805,2786215,120,1
44,Male,Single,Graduate,Salaried,1,173797,20195,369,1777096,2373047,912603,120,0
59,Female,Single,Postgraduate,Salaried,8,151495,72535,371,466857,7110889,945647,120,0
51,Female,Married,Graduate,SelfEmployed,1,16703,5227,607,3809419,9465480,559410,60,0
46,Female,Single,HighSchool,Business,4,66900,24977,646,2080613,5454495,2332092,180,0
35,Female,Single,HighSchool,Business,4,119950,88629,614,2723540,5904074,1886547,360,0
39,Female,Married,Postgraduate,Salaried,7,199655,76980,740,1646827,5903539,2713035,180,1
27,Female,Married,Graduate,SelfEmployed,1,20708,23085,849,4551262,5532320,809550,180,0
33,Female,Single,HighSchool,SelfEmployed,22,100344,55181,512,2408021,4889764,182806,360,0
57,Female,Single,HighSchool,Salaried,12,173090,40689,597,2906806,7155880,105004,120,0
30,Male,Married,Postgraduate,SelfEmployed,13,32618,9844,309,2757560,6394214,234774,180,0
24,Female,Single,Graduate,Business,9,159598,96188,539,2263371,3803840,599876,120,0
24,Male,Single,HighSchool,Business,5,156062,4114,537,4570453,3358399,230382,180,0
26,Female,Single,Postgraduate,Business,24,97051,74821,744,166258,2979543,138756,180,1
27,Female,Married,Postgraduate,Salaried,11,112179,27860,482,4581730,1236475,847090,240,0
55,Female,Married,Graduate,SelfEmployed,2,113790,75418,548,3433715,4325641,2625397,240,0
47,Male,Married,HighSchool,Salaried,1,140224,13873,856,961811,4450199,117350,240,1
28,Male,Married,Graduate,SelfEmployed,19,46487,63334,423,1565001,2620642,1473936,120,0
55,Female,Single,Graduate,Salaried,5,113774,94548,454,739912,9186850,769795,120,0
50,Male,Married,Graduate,Business,13,25775,97892,857,3731695,5648647,1784271,60,0
54,Male,Married,Graduate,Salaried,4,109241,6893,744,1491660,9319979,779445,60,0
26,Female,Married,Postgraduate,Salaried,26,18551,26691,419,1020867,869487,1722890,180,0
46,Male,Single,Postgraduate,Salaried,8,156002,95876,659,1090907,9273079,2768471,180,0
21,Male,Single,Graduate,SelfEmployed,1,177299,37039,877,4532424,5566063,1389342,60,0
43,Male,Married,Postgraduate,SelfEmployed,1,188977,53136,480,762701,775925,2173002,120,0
40,Female,Single,Graduate,Business,16,67683,98817,717,746911,9884239,1692516,180,0
26,Male,Married,Postgraduate,Business,22,30682,55690,466,2525292,4639217,2719998,120,0
46,Male,Married,Postgraduate,SelfEmployed,29,196358,73289,375,763112,7703002,2816946,180,0
51,Male,Married,HighSchool,SelfEmployed,25,95529,4160,715,1754110,9099427,812277,240,0
49,Female,Single,Graduate,Business,0,193918,92813,731,2134308,4297692,255972,360,0
58,Female,Married,HighSchool,Salaried,26,107783,38300,680,250526,9975365,2900135,360,1
35,Female,Married,Postgraduate,Business,15,161544,45322,834,691105,2696256,2445424,60,1
22,Female,Single,Graduate,Salaried,9,82561,29546,402,1059794,4557153,382680,180,0
53,Female,Married,Graduate,Business,2,46345,50175,741,4628506,9184291,252959,180,0
47,Female,Married,Postgraduate,Salaried,15,181306,3187,368,1021214,2244478,2558602,360,0
51,Male,Single,Graduate,Business,28,78011,52175,757,4455141,4366040,459499,240,1
42,Female,Married,Graduate,Business,28,57109,23279,499,3216608,7299940,1633449,180,0
31,Female,Married,Graduate,Salaried,28,55025,54236,761,4377890,5248551,2706351,180,0
25,Female,Married,Graduate,Salaried,7,73677,43383,493,4380230,8944011,1122558,60,0
48,Female,Single,HighSchool,SelfEmployed,27,162817,26248,521,4551371,5823189,2906332,60,0
26,Male,Single,Graduate,Salaried,2,139761,40169,500,1572240,7631106,693816,120,0
27,Male,Single,HighSchool,SelfEmployed,15,153450,98802,488,4807864,4441688,2963557,60,0
53,Male,Single,HighSchool,Salaried,5,15223,34527,353,4036148,7005147,1001705,240,0
53,Female,Single,Postgraduate,SelfEmployed,28,32506,98645,862,2780884,7921580,1402984,120,0
40,Male,Single,Postgraduate,Business,17,93766,81835,664,1655952,2081200,2853578,240,0
35,Male,Married,Postgraduate,SelfEmployed,4,26837,1266,509,610545,8960670,242545,240,0
27,Female,Married,Graduate,Business,19,73792,71663,785,4269990,4405617,467392,120,1
45,Female,Married,Postgraduate,Business,18,180068,91666,814,3281011,2961018,2856906,360,0
53,Female,Married,Graduate,Business,15,150142,3893,669,1567451,4279088,2272143,240,0
38,Male,Married,Graduate,Salaried,4,116676,33188,509,3113021,9204004,2642698,180,0
42,Male,Married,HighSchool,SelfEmployed,18,151681,63291,365,3552952,894626,1884194,240,0
21,Male,Married,Graduate,SelfEmployed,3,65606,70566,895,282672,828120,2424725,60,1
59,Female,Single,HighSchool,SelfEmployed,8,146739,38927,689,1838630,3168589,2876947,360,0
38,Female,Married,HighSchool,Salaried,29,157290,28673,540,4388738,3792708,1919060,60,0
45,Male,Married,Graduate,Business,22,155926,77006,621,1829891,5964732,1039798,180,0
41,Female,Married,HighSchool,Salaried,4,155271,78553,498,3662017,3234796,1926180,240,0
28,Female,Married,Postgraduate,Salaried,24,114089,79859,599,4737578,1593839,106617,360,0
42,Female,Married,Graduate,SelfEmployed,17,45487,62144,328,552827,6176544,2277018,60,0
22,Male,Married,Postgraduate,SelfEmployed,1,22877,28982,890,4844984,9896217,807215,240,0
41,Female,Single,Postgraduate,SelfEmployed,2,126858,78228,342,1700072,3019547,199677,240,0
21,Male,Single,Postgraduate,Salaried,9,99572,64514,342,3435699,8233544,229400,180,0
33,Male,Married,Graduate,Salaried,14,96563,9499,630,970987,9159805,1982396,120,0
32,Female,Single,Graduate,Business,27,168718,17698,632,3125305,1979155,2894202,120,0
48,Female,Single,Postgraduate,SelfEmployed,19,76670,77657,463,926250,6556358,471844,120,0
31,Female,Married,HighSchool,Salaried,6,16112,81801,350,195580,3706276,988054,180,0
39,Female,Single,Graduate,Business,26,124557,48435,858,1881585,8448136,2876021,360,0
46,Male,Single,HighSchool,SelfEmployed,5,16355,66730,774,2030160,3179812,1018019,120,0
28,Female,Married,HighSchool,SelfEmployed,2,30670,693,508,3152589,3407963,2801772,60,0
54,Female,Married,Graduate,Business,19,116253,8482,798,2446612,4575797,2367062,60,0
23,Male,Single,HighSchool,SelfEmployed,9,154656,92668,475,2609128,4148613,2444996,240,0
40,Male,Married,HighSchool,Business,29,178830,76080,555,4662663,7967594,287848,60,0
33,Male,Single,HighSchool,Business,29,95799,58161,527,3245254,871662,1299542,60,0
34,Male,Married,HighSchool,SelfEmployed,0,142359,61281,707,3422399,3679604,135671,360,0
36,Female,Single,Graduate,Business,25,81607,61706,686,1997481,7892401,1901204,60,0
47,Male,Single,HighSchool,SelfEmployed,8,179216,85371,721,725736,3656186,1578712,120,1
46,Female,Single,HighSchool,Business,15,165501,44346,375,3713326,4721838,1432846,60,0
48,Male,Single,Postgraduate,SelfEmployed,28,134847,57002,347,834247,5969891,1222761,240,0
30,Male,Married,Graduate,SelfEmployed,18,75150,61324,800,2203576,9469313,1309363,120,1
56,Male,Married,HighSchool,SelfEmployed,27,78572,58814,893,3616414,1666123,331198,60,1
40,Male,Married,Graduate,Salaried,16,189451,71132,629,4737032,2677185,1870899,180,0
21,Female,Single,Postgraduate,Business,29,119544,96149,789,1815048,3566133,1667221,60,1
59,Male,Single,Graduate,SelfEmployed,7,42939,56978,653,1209345,1192140,1596538,180,0
53,Female,Married,HighSchool,Business,22,136966,87742,507,3069653,5214587,2464493,180,0
40,Female,Single,HighSchool,Business,7,80276,82860,549,71651,2637647,1991952,240,0
54,Female,Married,Graduate,SelfEmployed,27,59445,80156,774,1117055,4562207,1378257,60,1
23,Male,Single,HighSchool,Salaried,24,181634,80448,506,726394,3422769,2138040,360,0
56,Male,Married,Graduate,Salaried,21,52093,34285,493,4121064,9668556,1693340,60,0
43,Female,Married,Postgraduate,Salaried,23,50627,5408,655,685068,8322129,1719841,180,0
48,Male,Married,HighSchool,Business,6,142944,9793,527,2392208,4833856,2399231,240,0
50,Female,Single,Graduate,Salaried,12,124386,78193,718,1219336,3227128,2822900,60,0
37,Male,Single,HighSchool,SelfEmployed,7,62392,7651,655,618299,7648089,1659339,60,0
57,Male,Single,Graduate,Salaried,12,149923,20706,663,1155262,7078167,2982297,240,0
40,Female,Single,HighSchool,SelfEmployed,9,178004,64848,408,2995539,2443215,1292445,180,0
34,Female,Married,Postgraduate,Salaried,10,54661,5161,641,614439,4637669,1440020,360,0
45,Male,Single,Postgraduate,SelfEmployed,24,41926,70650,777,4549264,8013520,2391308,120,0
40,Female,Single,Graduate,SelfEmployed,6,159323,20908,316,2653415,6530328,2702974,120,0
52,Male,Married,Postgraduate,SelfEmployed,16,51986,30770,891,2658042,2227679,1865331,120,0
44,Male,Single,Graduate,Salaried,28,141473,44040,874,2561056,4448221,2627739,360,0
42,Male,Married,Postgraduate,Salaried,11,45446,32363,494,2327977,5711699,1890605,360,0
50,Male,Married,Postgraduate,Business,18,75630,76395,839,4737298,1594319,360961,120,1
36,Male,Single,HighSchool,Business,26,180904,84551,751,2654833,2497269,622590,60,1
34,Male,Married,Postgraduate,SelfEmployed,0,102778,48616,499,3666500,9450465,644681,120,0
29,Female,Married,Graduate,Business,18,113866,39760,557,2024388,3634085,2340701,120,0
28,Female,Single,Postgraduate,SelfEmployed,3,193823,36861,804,4126599,9169528,1424237,180,0
37,Male,Married,Postgraduate,Salaried,19,48306,59099,767,4776169,6412515,106222,60,1
48,Female,Married,Graduate,Business,14,44200,50048,714,2562392,7193266,528285,60,0
45,Male,Married,HighSchool,SelfEmployed,18,17350,91074,415,1406929,7064159,2575029,360,0
33,Female,Married,Postgraduate,SelfEmployed,1,85781,57713,670,2472344,3045924,1357921,360,0
43,Female,Married,Postgraduate,Business,19,101387,994,741,4393573,8084771,1375581,60,0
51,Male,Married,HighSchool,SelfEmployed,28,104744,27395,695,3347412,1527211,2602470,120,0
35,Male,Married,Graduate,Salaried,5,104886,34062,429,3786252,7529252,1365056,360,0
41,Female,Married,Graduate,Business,0,50018,60246,435,3356131,7226684,2577021,360,0
46,Male,Married,HighSchool,SelfEmployed,10,164115,52595,789,3720444,954502,819105,120,1
38,Male,Married,Postgraduate,Salaried,12,160934,47338,434,4915410,2461626,2541488,240,0
50,Female,Married,Postgraduate,Salaried,17,116368,3151,860,13465,6199762,2739173,180,1
27,Male,Married,Postgraduate,Business,3,30285,60820,791,4988610,2815528,2744747,180,0
57,Male,Single,HighSchool,SelfEmployed,23,57600,61593,345,1462452,8013659,1324435,120,0
52,Male,Married,HighSchool,Salaried,29,33070,14134,596,4051195,870115,1675562,240,0
56,Male,Single,HighSchool,Business,24,53589,45014,844,2207552,2202912,2940194,60,0
52,Male,Married,Graduate,SelfEmployed,24,57260,22038,416,4277703,6124167,1858237,180,0
25,Female,Married,HighSchool,SelfEmployed,21,52670,77622,562,3572262,6917847,1502719,120,0
35,Female,Single,HighSchool,Business,2,127498,87300,382,2771115,741337,1242825,240,0
38,Female,Married,Graduate,Business,8,95480,58420,696,1670542,1483503,1057779,60,0
23,Male,Single,Graduate,SelfEmployed,14,158160,3067,515,474641,3498996,2047543,60,0
31,Female,Single,HighSchool,SelfEmployed,27,185839,97955,408,4163607,4453138,2527251,360,0
33,Female,Married,HighSchool,Salaried,17,190628,16454,791,1552369,5300290,1947319,60,1
41,Male,Married,HighSchool,SelfEmployed,11,75844,83359,304,4776779,3376263,2474021,120,0
27,Male,Single,Postgraduate,Salaried,19,198535,19258,303,2664137,1723232,2465986,240,0
27,Female,Single,Graduate,SelfEmployed,0,170811,41361,784,2474656,6704228,2118385,60,0
51,Male,Single,HighSchool,Business,3,34885,5862,371,500119,2449110,1379841,180,0
39,Male,Single,Postgraduate,Salaried,22,115108,7845,847,2966948,2088137,1226775,360,1
